host,press,panel,threshold,reading,baseline,pressed,timestamp
1,2,0,80,443,353.24,500, 2017-12-09 16:59:12 +0000
1,2,0,80,438,353.28,500, 2017-12-09 16:59:13 +0000
1,2,0,80,434,353.34,500, 2017-12-09 16:59:13 +0000
1,2,0,80,435,353.37,500, 2017-12-09 16:59:13 +0000
1,2,0,80,446,353.39,500, 2017-12-09 16:59:13 +0000
1,2,0,80,441,353.44,500, 2017-12-09 16:59:13 +0000
1,2,0,80,441,353.46,500, 2017-12-09 16:59:13 +0000
1,2,0,80,439,353.53,500, 2017-12-09 16:59:13 +0000
1,2,0,80,443,353.61,500, 2017-12-09 16:59:13 +0000
1,2,0,80,444,353.66,500, 2017-12-09 16:59:13 +0000
1,2,0,80,445,353.69,500, 2017-12-09 16:59:13 +0000
1,2,0,80,442,353.71,500, 2017-12-09 16:59:13 +0000
1,2,0,80,439,353.75,500, 2017-12-09 16:59:13 +0000
1,2,0,80,446,353.77,500, 2017-12-09 16:59:13 +0000
1,2,0,80,439,353.85,500, 2017-12-09 16:59:14 +0000
1,2,0,80,435,353.87,500, 2017-12-09 16:59:14 +0000
1,2,0,80,437,353.89,500, 2017-12-09 16:59:14 +0000
1,2,0,80,435,353.93,500, 2017-12-09 16:59:14 +0000
1,2,0,80,436,353.98,500, 2017-12-09 16:59:14 +0000
1,2,0,80,443,354.02,500, 2017-12-09 16:59:14 +0000
1,2,0,80,448,354.04,500, 2017-12-09 16:59:14 +0000
1,2,0,80,444,354.05,500, 2017-12-09 16:59:14 +0000
1,2,0,80,438,354.09,500, 2017-12-09 16:59:14 +0000
1,2,0,80,444,354.12,500, 2017-12-09 16:59:14 +0000
1,2,0,80,442,354.14,500, 2017-12-09 16:59:14 +0000
1,2,0,80,439,354.21,500, 2017-12-09 16:59:14 +0000
1,2,0,80,435,354.24,500, 2017-12-09 16:59:14 +0000
1,2,0,80,435,354.27,500, 2017-12-09 16:59:14 +0000
1,2,0,80,438,354.29,500, 2017-12-09 16:59:14 +0000
1,2,0,80,438,354.32,500, 2017-12-09 16:59:15 +0000
1,2,0,80,447,354.37,500, 2017-12-09 16:59:15 +0000
1,2,0,80,445,354.39,500, 2017-12-09 16:59:15 +0000
1,2,0,80,448,354.40,500, 2017-12-09 16:59:15 +0000
1,2,0,80,451,354.44,500, 2017-12-09 16:59:15 +0000
1,2,0,80,439,354.48,500, 2017-12-09 16:59:15 +0000
1,2,0,80,439,354.50,500, 2017-12-09 16:59:15 +0000
1,2,0,80,438,354.51,500, 2017-12-09 16:59:15 +0000
1,2,0,80,445,354.59,500, 2017-12-09 16:59:15 +0000
1,2,0,80,436,354.63,500, 2017-12-09 16:59:15 +0000
1,2,0,80,438,354.65,500, 2017-12-09 16:59:15 +0000
1,2,0,80,445,354.67,500, 2017-12-09 16:59:15 +0000
1,2,0,80,439,354.69,500, 2017-12-09 16:59:15 +0000
1,2,0,80,437,354.71,500, 2017-12-09 16:59:15 +0000
1,2,0,80,438,354.75,500, 2017-12-09 16:59:15 +0000
1,2,0,80,436,354.77,500, 2017-12-09 16:59:15 +0000
1,2,0,80,441,354.79,500, 2017-12-09 16:59:15 +0000
1,2,0,80,440,354.82,500, 2017-12-09 16:59:15 +0000
1,2,0,80,450,354.83,500, 2017-12-09 16:59:15 +0000
1,2,0,80,435,354.89,500, 2017-12-09 16:59:16 +0000
1,2,0,80,450,354.92,500, 2017-12-09 16:59:16 +0000
1,2,0,80,437,354.96,500, 2017-12-09 16:59:16 +0000
1,2,0,80,436,355.00,500, 2017-12-09 16:59:16 +0000
1,2,0,80,440,355.03,500, 2017-12-09 16:59:16 +0000
1,2,0,80,438,355.05,500, 2017-12-09 16:59:16 +0000
1,2,0,80,436,355.07,500, 2017-12-09 16:59:16 +0000
1,2,0,80,436,355.16,500, 2017-12-09 16:59:16 +0000
1,2,0,80,439,355.19,500, 2017-12-09 16:59:16 +0000
1,2,0,80,445,355.22,500, 2017-12-09 16:59:16 +0000
1,2,0,80,444,355.25,500, 2017-12-09 16:59:16 +0000
1,2,0,80,446,355.28,500, 2017-12-09 16:59:16 +0000
1,2,0,80,436,355.31,500, 2017-12-09 16:59:16 +0000
1,2,0,80,448,355.35,500, 2017-12-09 16:59:17 +0000
1,2,0,80,438,355.38,500, 2017-12-09 16:59:17 +0000
1,2,0,80,445,355.42,500, 2017-12-09 16:59:17 +0000
1,2,0,80,442,355.47,500, 2017-12-09 16:59:17 +0000
1,2,0,80,446,355.51,500, 2017-12-09 16:59:17 +0000
1,2,0,80,436,355.53,500, 2017-12-09 16:59:17 +0000
1,2,0,80,436,355.55,500, 2017-12-09 16:59:17 +0000
1,2,0,80,440,355.59,500, 2017-12-09 16:59:17 +0000
1,2,0,80,438,355.61,500, 2017-12-09 16:59:17 +0000
1,2,0,80,442,355.65,500, 2017-12-09 16:59:17 +0000
1,2,0,80,436,355.73,500, 2017-12-09 16:59:17 +0000
1,2,0,80,447,355.78,500, 2017-12-09 16:59:17 +0000
1,2,0,80,437,355.80,500, 2017-12-09 16:59:17 +0000
1,2,0,80,450,355.82,500, 2017-12-09 16:59:17 +0000
1,2,0,80,441,355.84,500, 2017-12-09 16:59:17 +0000
1,2,0,80,439,355.93,500, 2017-12-09 16:59:18 +0000
1,2,0,80,436,355.95,500, 2017-12-09 16:59:18 +0000
1,2,0,80,438,355.98,500, 2017-12-09 16:59:18 +0000
1,2,0,80,443,356.03,500, 2017-12-09 16:59:18 +0000
1,2,0,80,439,356.08,500, 2017-12-09 16:59:18 +0000
1,2,0,80,441,356.12,500, 2017-12-09 16:59:18 +0000
1,2,0,80,448,356.15,500, 2017-12-09 16:59:18 +0000
1,2,0,80,439,356.19,500, 2017-12-09 16:59:18 +0000
1,2,0,80,437,356.47,500, 2017-12-09 16:59:19 +0000
1,2,0,80,440,356.51,500, 2017-12-09 16:59:19 +0000
1,2,0,80,437,356.53,500, 2017-12-09 16:59:19 +0000
1,2,0,80,439,356.60,500, 2017-12-09 16:59:19 +0000
1,2,0,80,442,356.66,500, 2017-12-09 16:59:19 +0000
1,2,0,80,454,356.69,500, 2017-12-09 16:59:19 +0000
1,2,0,80,441,356.70,500, 2017-12-09 16:59:19 +0000
1,2,0,80,448,358.48,500, 2017-12-09 16:59:22 +0000
1,2,0,80,468,358.74,500, 2017-12-09 16:59:22 +0000
1,2,0,80,440,358.78,500, 2017-12-09 16:59:22 +0000
1,2,0,80,440,358.80,500, 2017-12-09 16:59:22 +0000
1,2,0,80,445,358.82,500, 2017-12-09 16:59:22 +0000
1,2,0,80,453,358.87,500, 2017-12-09 16:59:22 +0000
1,2,0,80,447,358.90,500, 2017-12-09 16:59:22 +0000
1,2,0,80,446,359.11,500, 2017-12-09 16:59:23 +0000
1,2,0,80,452,359.14,500, 2017-12-09 16:59:23 +0000
1,2,0,80,444,359.16,500, 2017-12-09 16:59:23 +0000
1,2,0,80,444,359.21,500, 2017-12-09 16:59:23 +0000
1,2,0,80,447,359.25,500, 2017-12-09 16:59:23 +0000
1,2,0,80,444,359.28,500, 2017-12-09 16:59:23 +0000
1,2,0,80,460,359.30,500, 2017-12-09 16:59:23 +0000
1,2,0,80,449,359.42,500, 2017-12-09 16:59:23 +0000
1,2,0,80,446,359.65,500, 2017-12-09 16:59:24 +0000
1,2,0,80,452,359.74,500, 2017-12-09 16:59:24 +0000
1,2,0,80,441,359.81,500, 2017-12-09 16:59:24 +0000
1,2,0,80,451,359.84,500, 2017-12-09 16:59:24 +0000
1,2,0,80,455,359.99,500, 2017-12-09 16:59:24 +0000
1,2,0,80,453,360.24,500, 2017-12-09 16:59:25 +0000
1,2,0,80,444,360.49,500, 2017-12-09 16:59:25 +0000
1,2,0,80,442,360.50,500, 2017-12-09 16:59:25 +0000
1,2,0,80,447,363.71,500, 2017-12-09 16:59:29 +0000
1,2,0,80,457,363.72,500, 2017-12-09 16:59:29 +0000
1,2,0,80,452,363.82,500, 2017-12-09 16:59:29 +0000
1,2,0,80,474,364.05,500, 2017-12-09 16:59:29 +0000
1,2,0,80,451,364.24,500, 2017-12-09 16:59:30 +0000
1,2,0,80,447,364.29,500, 2017-12-09 16:59:30 +0000
1,2,0,80,454,364.41,500, 2017-12-09 16:59:30 +0000
1,2,0,80,460,364.50,500, 2017-12-09 16:59:30 +0000
1,2,0,80,455,364.53,500, 2017-12-09 16:59:30 +0000
1,2,0,80,454,364.89,500, 2017-12-09 16:59:31 +0000
1,2,0,80,458,364.91,500, 2017-12-09 16:59:31 +0000
1,2,0,80,449,364.94,500, 2017-12-09 16:59:31 +0000
1,2,0,80,466,365.20,500, 2017-12-09 16:59:31 +0000
1,2,0,80,465,366.74,500, 2017-12-09 16:59:33 +0000
1,2,0,80,454,367.24,500, 2017-12-09 16:59:34 +0000
1,2,0,80,460,367.26,500, 2017-12-09 16:59:34 +0000
1,2,0,80,461,367.38,500, 2017-12-09 16:59:34 +0000
1,2,0,80,456,367.42,500, 2017-12-09 16:59:34 +0000
1,2,0,80,453,367.47,500, 2017-12-09 16:59:35 +0000
1,2,0,80,448,367.50,500, 2017-12-09 16:59:35 +0000
1,2,0,80,464,367.53,500, 2017-12-09 16:59:35 +0000
1,2,0,80,461,367.55,500, 2017-12-09 16:59:35 +0000
1,2,0,80,456,367.61,500, 2017-12-09 16:59:35 +0000
1,2,0,80,450,367.64,500, 2017-12-09 16:59:35 +0000
1,2,0,80,458,367.68,500, 2017-12-09 16:59:35 +0000
1,2,0,80,457,367.76,500, 2017-12-09 16:59:35 +0000
1,2,0,80,458,367.77,500, 2017-12-09 16:59:35 +0000
1,2,0,80,453,367.80,500, 2017-12-09 16:59:35 +0000
1,2,0,80,453,367.82,500, 2017-12-09 16:59:35 +0000
1,2,0,80,457,367.87,500, 2017-12-09 16:59:35 +0000
1,2,0,80,451,367.90,500, 2017-12-09 16:59:35 +0000
1,2,0,80,451,367.92,500, 2017-12-09 16:59:35 +0000
1,2,0,80,456,367.96,500, 2017-12-09 16:59:35 +0000
1,2,0,80,457,368.00,500, 2017-12-09 16:59:36 +0000
1,2,0,80,458,368.01,500, 2017-12-09 16:59:36 +0000
1,2,0,80,458,368.04,500, 2017-12-09 16:59:36 +0000
1,2,0,80,461,368.11,500, 2017-12-09 16:59:36 +0000
1,2,0,80,452,368.16,500, 2017-12-09 16:59:36 +0000
1,2,0,80,459,368.18,500, 2017-12-09 16:59:36 +0000
1,2,0,80,451,368.21,500, 2017-12-09 16:59:36 +0000
1,2,0,80,450,368.26,500, 2017-12-09 16:59:36 +0000
1,2,0,80,458,368.33,500, 2017-12-09 16:59:36 +0000
1,2,0,80,457,368.41,500, 2017-12-09 16:59:36 +0000
1,2,0,80,453,368.47,500, 2017-12-09 16:59:36 +0000
1,2,0,80,456,368.53,500, 2017-12-09 16:59:36 +0000
1,2,0,80,451,368.57,500, 2017-12-09 16:59:37 +0000
1,2,0,80,461,368.73,500, 2017-12-09 16:59:37 +0000
1,2,0,80,468,368.77,500, 2017-12-09 16:59:37 +0000
1,2,0,80,466,368.83,500, 2017-12-09 16:59:37 +0000
1,2,0,80,453,368.87,500, 2017-12-09 16:59:37 +0000
1,2,0,80,452,368.89,500, 2017-12-09 16:59:37 +0000
1,2,0,80,454,368.92,500, 2017-12-09 16:59:37 +0000
1,2,0,80,450,369.00,500, 2017-12-09 16:59:37 +0000
1,2,0,80,459,369.11,500, 2017-12-09 16:59:37 +0000
1,2,0,80,454,369.14,500, 2017-12-09 16:59:38 +0000
1,2,0,80,457,369.82,500, 2017-12-09 16:59:38 +0000
1,2,0,80,456,369.84,500, 2017-12-09 16:59:38 +0000
1,2,0,80,466,369.89,500, 2017-12-09 16:59:38 +0000
1,2,0,80,458,369.92,500, 2017-12-09 16:59:39 +0000
1,2,0,80,451,370.21,500, 2017-12-09 16:59:39 +0000
1,2,0,80,471,372.55,500, 2017-12-09 16:59:42 +0000
1,2,0,80,459,373.33,500, 2017-12-09 16:59:43 +0000
1,2,0,80,461,373.56,500, 2017-12-09 16:59:44 +0000
1,2,0,80,456,374.00,500, 2017-12-09 16:59:44 +0000
1,2,0,80,466,374.29,500, 2017-12-09 16:59:45 +0000
1,2,0,80,464,374.40,500, 2017-12-09 16:59:45 +0000
1,2,0,80,474,374.47,500, 2017-12-09 16:59:45 +0000
1,2,0,80,461,374.79,500, 2017-12-09 16:59:45 +0000
1,2,0,80,458,374.83,500, 2017-12-09 16:59:46 +0000
1,2,0,80,463,374.85,500, 2017-12-09 16:59:46 +0000
1,2,0,80,472,374.88,500, 2017-12-09 16:59:46 +0000
1,2,0,80,455,374.94,500, 2017-12-09 16:59:46 +0000
1,2,0,80,458,374.97,500, 2017-12-09 16:59:46 +0000
1,2,0,80,461,375.02,500, 2017-12-09 16:59:46 +0000
1,2,0,80,464,375.05,500, 2017-12-09 16:59:46 +0000
1,2,0,80,463,375.08,500, 2017-12-09 16:59:46 +0000
1,2,0,80,468,375.09,500, 2017-12-09 16:59:46 +0000
1,2,0,80,464,375.17,500, 2017-12-09 16:59:46 +0000
1,2,0,80,466,375.19,500, 2017-12-09 16:59:46 +0000
1,2,0,80,461,375.20,500, 2017-12-09 16:59:46 +0000
1,2,0,80,458,375.23,500, 2017-12-09 16:59:46 +0000
1,2,0,80,460,375.25,500, 2017-12-09 16:59:46 +0000
1,2,0,80,461,375.29,500, 2017-12-09 16:59:46 +0000
1,2,0,80,460,375.35,500, 2017-12-09 16:59:47 +0000
1,2,0,80,458,375.42,500, 2017-12-09 16:59:47 +0000
1,2,0,80,457,375.48,500, 2017-12-09 16:59:47 +0000
1,2,0,80,457,375.50,500, 2017-12-09 16:59:47 +0000
1,2,0,80,459,375.55,500, 2017-12-09 16:59:47 +0000
1,2,0,80,465,375.60,500, 2017-12-09 16:59:47 +0000
1,2,0,80,456,375.61,500, 2017-12-09 16:59:47 +0000
1,2,0,80,456,375.89,500, 2017-12-09 16:59:48 +0000
1,2,0,80,460,376.13,500, 2017-12-09 16:59:48 +0000
1,2,0,80,465,376.17,500, 2017-12-09 16:59:48 +0000
1,2,0,80,457,376.45,500, 2017-12-09 16:59:49 +0000
1,2,0,80,461,377.82,500, 2017-12-09 16:59:53 +0000
1,2,0,80,462,378.03,500, 2017-12-09 16:59:53 +0000
1,2,0,80,459,378.35,500, 2017-12-09 16:59:54 +0000
1,2,0,80,459,378.39,500, 2017-12-09 16:59:54 +0000
1,2,0,80,466,378.49,500, 2017-12-09 16:59:54 +0000
1,2,0,80,460,378.60,500, 2017-12-09 16:59:54 +0000
1,2,0,80,461,378.67,500, 2017-12-09 16:59:54 +0000
1,2,0,80,464,379.71,500, 2017-12-09 16:59:57 +0000
1,2,0,80,460,379.77,500, 2017-12-09 16:59:57 +0000
1,2,0,80,460,379.84,500, 2017-12-09 16:59:57 +0000
1,2,0,80,460,379.92,500, 2017-12-09 16:59:57 +0000
1,2,0,80,463,379.95,500, 2017-12-09 16:59:58 +0000
1,2,0,80,461,380.26,500, 2017-12-09 16:59:58 +0000
1,2,0,80,465,380.88,500, 2017-12-09 17:00:00 +0000
1,2,0,80,463,380.97,500, 2017-12-09 17:00:00 +0000
1,2,0,80,467,381.40,500, 2017-12-09 17:00:01 +0000
1,2,0,80,471,381.63,500, 2017-12-09 17:00:01 +0000
1,2,0,80,464,381.77,500, 2017-12-09 17:00:02 +0000
1,2,0,80,466,381.98,500, 2017-12-09 17:00:02 +0000
1,2,0,80,465,383.74,500, 2017-12-09 17:00:07 +0000
1,2,0,80,488,392.16,500, 2017-12-09 17:00:36 +0000
1,2,0,80,511,392.19,500, 2017-12-09 17:00:36 +0000
1,2,0,80,495,394.27,500, 2017-12-09 17:00:41 +0000
1,2,0,80,485,395.13,500, 2017-12-09 17:00:50 +0000
1,2,0,80,487,395.66,500, 2017-12-09 17:00:55 +0000
1,2,0,80,476,395.68,500, 2017-12-09 17:00:55 +0000
1,2,0,80,518,395.73,500, 2017-12-09 17:00:55 +0000
1,2,0,80,521,396.58,500, 2017-12-09 17:00:56 +0000
1,2,0,80,476,393.66,500, 2017-12-09 17:01:03 +0000
1,2,0,80,475,393.68,500, 2017-12-09 17:01:03 +0000
1,2,0,80,476,393.81,500, 2017-12-09 17:01:04 +0000
1,2,0,80,499,389.44,500, 2017-12-09 17:01:09 +0000
1,2,0,80,578,393.55,500, 2017-12-09 17:01:13 +0000
1,2,0,80,490,395.82,500, 2017-12-09 17:01:15 +0000
1,2,0,80,482,394.70,500, 2017-12-09 17:01:19 +0000
1,2,0,80,485,397.29,500, 2017-12-09 17:01:23 +0000
1,2,0,80,457,371.79,500, 2017-12-09 17:03:09 +0000
1,2,0,80,488,373.22,500, 2017-12-09 17:03:10 +0000
1,2,0,80,463,373.08,500, 2017-12-09 17:03:11 +0000
1,2,0,80,645,370.99,500, 2017-12-09 17:05:38 +0000
1,2,0,80,457,368.86,500, 2017-12-09 17:05:46 +0000
1,2,0,80,593,367.85,500, 2017-12-09 17:05:47 +0000
1,2,0,80,1019,368.16,500, 2017-12-09 17:05:48 +0000
1,2,0,80,696,367.41,500, 2017-12-09 17:05:49 +0000
1,2,0,80,1003,368.10,500, 2017-12-09 17:05:50 +0000
1,2,0,80,953,367.83,500, 2017-12-09 17:05:51 +0000
1,2,0,80,473,363.49,500, 2017-12-09 17:06:09 +0000
1,2,0,80,602,363.83,500, 2017-12-09 17:06:10 +0000
1,2,0,80,526,363.71,500, 2017-12-09 17:06:10 +0000
1,2,0,80,577,363.57,500, 2017-12-09 17:06:11 +0000
1,2,0,80,445,363.89,500, 2017-12-09 17:06:14 +0000
1,2,0,80,451,364.20,500, 2017-12-09 17:06:14 +0000
1,2,0,80,447,364.25,500, 2017-12-09 17:06:15 +0000
1,2,0,80,454,364.27,500, 2017-12-09 17:06:15 +0000
1,2,0,80,446,364.37,500, 2017-12-09 17:06:15 +0000
1,2,0,80,459,364.41,500, 2017-12-09 17:06:15 +0000
1,2,0,80,445,364.43,500, 2017-12-09 17:06:15 +0000
1,2,0,80,454,364.45,500, 2017-12-09 17:06:15 +0000
1,2,0,80,447,364.56,500, 2017-12-09 17:06:15 +0000
1,2,0,80,448,364.58,500, 2017-12-09 17:06:15 +0000
1,2,0,80,456,364.62,500, 2017-12-09 17:06:15 +0000
1,2,0,80,448,364.68,500, 2017-12-09 17:06:15 +0000
1,2,0,80,450,364.70,500, 2017-12-09 17:06:15 +0000
1,2,0,80,451,364.76,500, 2017-12-09 17:06:16 +0000
1,2,0,80,458,364.79,500, 2017-12-09 17:06:16 +0000
1,2,0,80,447,364.83,500, 2017-12-09 17:06:16 +0000
1,2,0,80,446,364.86,500, 2017-12-09 17:06:16 +0000
1,2,0,80,453,364.93,500, 2017-12-09 17:06:16 +0000
1,2,0,80,445,365.00,500, 2017-12-09 17:06:16 +0000
1,2,0,80,449,365.02,500, 2017-12-09 17:06:16 +0000
1,2,0,80,447,365.08,500, 2017-12-09 17:06:16 +0000
1,2,0,80,451,365.11,500, 2017-12-09 17:06:16 +0000
1,2,0,80,446,365.15,500, 2017-12-09 17:06:16 +0000
1,2,0,80,453,365.21,500, 2017-12-09 17:06:16 +0000
1,2,0,80,448,365.23,500, 2017-12-09 17:06:17 +0000
1,2,0,80,450,365.33,500, 2017-12-09 17:06:17 +0000
1,2,0,80,448,365.42,500, 2017-12-09 17:06:17 +0000
1,2,0,80,457,365.45,500, 2017-12-09 17:06:17 +0000
1,2,0,80,449,365.50,500, 2017-12-09 17:06:17 +0000
1,2,0,80,446,365.55,500, 2017-12-09 17:06:17 +0000
1,2,0,80,448,365.60,500, 2017-12-09 17:06:17 +0000
1,2,0,80,446,365.66,500, 2017-12-09 17:06:17 +0000
1,2,0,80,446,365.75,500, 2017-12-09 17:06:18 +0000
1,2,0,80,451,365.79,500, 2017-12-09 17:06:18 +0000
1,2,0,80,446,365.80,500, 2017-12-09 17:06:18 +0000
1,2,0,80,447,365.82,500, 2017-12-09 17:06:18 +0000
1,2,0,80,448,365.83,500, 2017-12-09 17:06:18 +0000
1,2,0,80,446,365.86,500, 2017-12-09 17:06:18 +0000
1,2,0,80,457,365.90,500, 2017-12-09 17:06:18 +0000
1,2,0,80,448,365.96,500, 2017-12-09 17:06:18 +0000
1,2,0,80,455,365.99,500, 2017-12-09 17:06:18 +0000
1,2,0,80,448,366.01,500, 2017-12-09 17:06:18 +0000
1,2,0,80,448,366.04,500, 2017-12-09 17:06:18 +0000
1,2,0,80,453,366.09,500, 2017-12-09 17:06:18 +0000
1,2,0,80,449,366.11,500, 2017-12-09 17:06:18 +0000
1,2,0,80,452,366.15,500, 2017-12-09 17:06:18 +0000
1,2,0,80,449,366.17,500, 2017-12-09 17:06:18 +0000
1,2,0,80,458,366.22,500, 2017-12-09 17:06:19 +0000
1,2,0,80,453,366.24,500, 2017-12-09 17:06:19 +0000
1,2,0,80,452,366.26,500, 2017-12-09 17:06:19 +0000
1,2,0,80,450,366.29,500, 2017-12-09 17:06:19 +0000
1,2,0,80,457,366.30,500, 2017-12-09 17:06:19 +0000
1,2,0,80,483,366.44,500, 2017-12-09 17:06:19 +0000
1,2,0,80,469,367.98,500, 2017-12-09 17:06:20 +0000
1,2,0,80,457,366.25,500, 2017-12-09 17:06:24 +0000
1,2,0,80,477,359.83,500, 2017-12-09 17:06:34 +0000
1,2,0,80,531,360.37,500, 2017-12-09 17:06:35 +0000
1,2,0,80,461,359.27,500, 2017-12-09 17:06:36 +0000
1,2,0,80,440,358.01,500, 2017-12-09 17:06:38 +0000
1,2,0,80,579,359.60,500, 2017-12-09 17:06:39 +0000
1,2,0,80,522,358.70,500, 2017-12-09 17:06:40 +0000
1,2,0,80,472,359.57,500, 2017-12-09 17:06:41 +0000
1,2,0,80,520,358.70,500, 2017-12-09 17:06:42 +0000
1,2,0,80,522,357.40,500, 2017-12-09 17:06:43 +0000
1,2,0,80,495,356.06,500, 2017-12-09 17:06:45 +0000
1,2,0,80,537,356.52,500, 2017-12-09 17:06:47 +0000
1,2,0,80,428,342.87,500, 2017-12-09 17:08:00 +0000
1,2,0,80,424,342.90,500, 2017-12-09 17:08:00 +0000
1,2,0,80,424,342.95,500, 2017-12-09 17:08:00 +0000
1,2,0,80,427,343.01,500, 2017-12-09 17:08:00 +0000
1,2,0,80,431,343.05,500, 2017-12-09 17:08:00 +0000
1,2,0,80,435,343.10,500, 2017-12-09 17:08:00 +0000
1,2,0,80,431,343.14,500, 2017-12-09 17:08:00 +0000
1,2,0,80,430,343.15,500, 2017-12-09 17:08:00 +0000
1,2,0,80,431,343.27,500, 2017-12-09 17:08:00 +0000
1,2,0,80,435,343.29,500, 2017-12-09 17:08:00 +0000
1,2,0,80,440,343.35,500, 2017-12-09 17:08:00 +0000
1,2,0,80,425,343.39,500, 2017-12-09 17:08:01 +0000
1,2,0,80,428,343.42,500, 2017-12-09 17:08:01 +0000
1,2,0,80,437,343.49,500, 2017-12-09 17:08:01 +0000
1,2,0,80,433,343.52,500, 2017-12-09 17:08:01 +0000
1,2,0,80,424,343.57,500, 2017-12-09 17:08:01 +0000
1,2,0,80,443,343.61,500, 2017-12-09 17:08:01 +0000
1,2,0,80,435,343.65,500, 2017-12-09 17:08:01 +0000
1,2,0,80,425,343.88,500, 2017-12-09 17:08:01 +0000
1,2,0,80,431,343.90,500, 2017-12-09 17:08:01 +0000
1,2,0,80,434,343.93,500, 2017-12-09 17:08:01 +0000
1,2,0,80,450,343.98,500, 2017-12-09 17:08:02 +0000
1,2,0,80,435,344.04,500, 2017-12-09 17:08:02 +0000
1,2,0,80,439,344.08,500, 2017-12-09 17:08:02 +0000
1,2,0,80,436,344.12,500, 2017-12-09 17:08:02 +0000
1,2,0,80,445,344.20,500, 2017-12-09 17:08:02 +0000
1,2,0,80,431,344.30,500, 2017-12-09 17:08:02 +0000
1,2,0,80,434,344.33,500, 2017-12-09 17:08:02 +0000
1,2,0,80,433,344.40,500, 2017-12-09 17:08:02 +0000
1,2,0,80,427,344.45,500, 2017-12-09 17:08:02 +0000
1,2,0,80,438,344.50,500, 2017-12-09 17:08:02 +0000
1,2,0,80,436,344.62,500, 2017-12-09 17:08:03 +0000
1,2,0,80,426,344.66,500, 2017-12-09 17:08:03 +0000
1,2,0,80,430,344.69,500, 2017-12-09 17:08:03 +0000
1,2,0,80,432,344.75,500, 2017-12-09 17:08:03 +0000
1,2,0,80,433,344.81,500, 2017-12-09 17:08:03 +0000
1,2,0,80,425,344.85,500, 2017-12-09 17:08:03 +0000
1,2,0,80,431,344.86,500, 2017-12-09 17:08:03 +0000
1,2,0,80,428,344.91,500, 2017-12-09 17:08:03 +0000
1,2,0,80,429,344.94,500, 2017-12-09 17:08:03 +0000
1,2,0,80,425,344.98,500, 2017-12-09 17:08:03 +0000
1,2,0,80,430,345.01,500, 2017-12-09 17:08:03 +0000
1,2,0,80,427,345.03,500, 2017-12-09 17:08:03 +0000
1,2,0,80,429,345.06,500, 2017-12-09 17:08:03 +0000
1,2,0,80,433,345.10,500, 2017-12-09 17:08:04 +0000
1,2,0,80,435,345.13,500, 2017-12-09 17:08:04 +0000
1,2,0,80,432,345.15,500, 2017-12-09 17:08:04 +0000
1,2,0,80,434,345.20,500, 2017-12-09 17:08:04 +0000
1,2,0,80,436,345.24,500, 2017-12-09 17:08:04 +0000
1,2,0,80,427,345.25,500, 2017-12-09 17:08:04 +0000
1,2,0,80,429,345.31,500, 2017-12-09 17:08:04 +0000
1,2,0,80,426,345.37,500, 2017-12-09 17:08:04 +0000
1,2,0,80,428,345.44,500, 2017-12-09 17:08:04 +0000
1,2,0,80,426,345.46,500, 2017-12-09 17:08:04 +0000
1,2,0,80,426,345.47,500, 2017-12-09 17:08:04 +0000
1,2,0,80,436,345.53,500, 2017-12-09 17:08:04 +0000
1,2,0,80,431,345.56,500, 2017-12-09 17:08:04 +0000
1,2,0,80,430,345.60,500, 2017-12-09 17:08:04 +0000
1,2,0,80,595,345.63,500, 2017-12-09 17:08:05 +0000
1,2,0,80,483,343.90,500, 2017-12-09 17:08:17 +0000
1,2,0,80,510,345.95,500, 2017-12-09 17:08:18 +0000
1,2,0,80,562,347.32,500, 2017-12-09 17:08:19 +0000
1,2,0,80,552,347.20,500, 2017-12-09 17:08:20 +0000
1,2,0,80,436,349.07,500, 2017-12-09 17:08:21 +0000
1,2,0,80,493,351.41,500, 2017-12-09 17:09:37 +0000
1,2,0,80,562,352.20,500, 2017-12-09 17:09:37 +0000
1,2,0,80,502,352.14,500, 2017-12-09 17:09:37 +0000
1,2,0,80,491,351.85,500, 2017-12-09 17:09:38 +0000
1,2,0,80,722,351.76,500, 2017-12-09 17:09:39 +0000
1,2,0,80,485,391.68,500, 2017-12-09 17:14:35 +0000
1,2,0,80,936,392.13,500, 2017-12-09 17:14:36 +0000
1,2,0,80,987,391.69,500, 2017-12-09 17:14:37 +0000
1,2,0,80,522,390.60,500, 2017-12-09 17:14:37 +0000
1,2,0,80,473,391.21,500, 2017-12-09 17:14:38 +0000
1,2,0,80,583,383.39,500, 2017-12-09 17:14:44 +0000
1,2,0,80,992,382.50,500, 2017-12-09 17:14:45 +0000
1,2,0,80,981,382.01,500, 2017-12-09 17:14:47 +0000
1,2,0,80,997,381.45,500, 2017-12-09 17:14:48 +0000
1,2,0,80,987,381.13,500, 2017-12-09 17:14:49 +0000
1,2,0,80,504,380.04,500, 2017-12-09 17:14:51 +0000
1,2,0,80,490,380.34,500, 2017-12-09 17:14:52 +0000
1,2,0,80,512,380.47,500, 2017-12-09 17:14:53 +0000
1,2,0,80,904,380.86,500, 2017-12-09 17:14:54 +0000
1,2,0,80,520,378.46,500, 2017-12-09 17:14:56 +0000
1,2,0,80,1017,379.06,500, 2017-12-09 17:14:57 +0000
1,2,0,80,1002,379.31,500, 2017-12-09 17:14:57 +0000
